layer,head,delta_zero,delta_zero_se,delta_mean,delta_mean_se,diff_mean_zero,diff_se,n_se_diff,agree,mean_vec_norm
8,9,0.44532003402709996,0.008439760638140772,0.3093144989013674,0.005825914482481401,-0.13600553512573244,0.004356069753580988,31.222074672685523,False,1.691451907157898
15,0,0.007306346893310778,0.0004930479687976652,0.007264499664306978,0.0004992174760159782,-4.184722900390625e-05,5.425016435592771e-05,0.7713751561995732,True,0.4471718370914459
